rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,ID,prolific_id,success,timeout,failed_images,failed_audio,failed_video,stimulus,trial_category,question_order,slider_start,stimulus_name
4358,50,html-slider-response,10,113442,0.0-10.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_sidewalk_shortest.png
7349,50,html-slider-response,11,120793,0.0-11.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_sidewalk_shortest.png
6420,50,html-slider-response,12,127216,0.0-12.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_grass_shortest.png
4627,50,html-slider-response,13,131845,0.0-13.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_grass_shortest.png
3983,50,html-slider-response,14,135830,0.0-14.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_sidewalk_shortest.png
3681,50,html-slider-response,15,139514,0.0-15.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_grass_shortest.png
4268,50,html-slider-response,16,143785,0.0-16.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_sidewalk_shortest.png
3558,50,html-slider-response,17,147346,0.0-17.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_grass_wandering.png
4276,50,html-slider-response,18,151625,0.0-18.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_grass_wandering.png
3355,50,html-slider-response,19,154983,0.0-19.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_grass_wandering.png
3526,50,html-slider-response,20,158512,0.0-20.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_hospital_grass_wandering.png
4675,50,html-slider-response,21,163189,0.0-21.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_bus_grass_wandering.png
4300,50,html-slider-response,22,167493,0.0-22.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_coffee_grass_wandering.png
3591,50,html-slider-response,23,171086,0.0-23.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_hospital_sidewalk_shortest.png
3086,50,html-slider-response,24,174175,0.0-24.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_grass_shortest.png
2776,49,html-slider-response,25,176954,0.0-25.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_sidewalk_shortest.png
3020,50,html-slider-response,26,179977,0.0-26.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_sidewalk_shortest.png
3305,50,html-slider-response,27,183286,0.0-27.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_sidewalk_shortest.png
3281,51,html-slider-response,28,186570,0.0-28.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_grass_wandering.png
3371,49,html-slider-response,29,189944,0.0-29.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_grass_wandering.png
2816,50,html-slider-response,30,192764,0.0-30.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_grass_shortest.png
3044,50,html-slider-response,31,195812,0.0-31.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_sidewalk_shortest.png
3827,50,html-slider-response,32,199642,0.0-32.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map1_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map1_hospital_grass_shortest.png
13804,50,html-slider-response,33,213439,0.0-33.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_bus_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_bus_grass_shortest.png
43444,"[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""53""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""None of this struck me as a scenario worth judging, and you didn't present me with reasons to judge someone. Parks exist to be walked on and enjoyed.""}]",survey-html-form,34,256882,0.0-34.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,,debrief,,,
6644,"{""Q0"":""f8892ma0w""}",survey-text,35,263531,0.0-35.0,40,1,2024-07-22 20:36:51,c42334ae11bd6e373fa9fec6f52302a2,70.135.147.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Macintosh,Chrome,126.0.0.0,OS X,10_15_7,https://app.prolific.com/,"en-US,en;q=0.9,fr;q=0.8",f8892ma0w,63861659d989762ac18f4ace,,,,,,,,,,
7044,"{""prolific_id"":""668e8fe76266553c16fa3de5""}",survey-text,0,7347,0.0-0.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,,,,,
,,preload,1,9797,0.0-1.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,true,false,[],[],[],,,,,
16304, ,html-keyboard-response,2,26107,0.0-2.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,"<p style=""text-align:center;width:700px;""> Welcome to the experiment! This study takes most people around 10 minutes to complete. Please complete it in one sitting.</p>",,,,
3832,y,html-keyboard-response,3,29942,0.0-3.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,"<p style = ""font-size:16px;"">MIT Computational Cognitive Science Lab</p><h4>Press the 'y' key to consent.</h4><div style = ""background-color:#f2f2f2;""><h3>Informed Consent Form</h3><div style=""text-align:left;width:700px;""><p style = ""font-size:16px;"">In this study, you will be asked to read a set of instructions that describe a particular scenario, and you will then be asked to perform a simple task relating to that scenario. There will also be comprehension and attention checks. Participants who do not answer these checks correctly cannot be approved. In order to get credit for this study, you must read all the questions fully and answer honestly. You may only complete this study once. If you complete this study multiple times, you will be rejected.</p><p style = ""font-size:16px;"">This study is part of a MIT scientific research project. Your decision to complete this study is voluntary. There is no way for us to identify you. The only information we will have, in addition to your responses, is the time at which you completed the survey. The results of the research may be presented at scientific meetings or published in scientific journals. Pressing the ""Y"" key indicates that you are at least 18 years of age, and agree to complete this study voluntarily. Press the ""Y"" key to confirm your agreement and continue.</p></div>",,,,
62780,"{""instructions1"":""A park""}",survey-text,4,92788,0.0-4.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,,instructions,,,
6901,"{""instructions2"":""Yes""}",survey-text,5,99700,0.0-5.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,,instructions,,,
59525,"{""map_attention"":""Maps showing a small city, park, and destinations"",""squares_attention"":""Two terrains (grass and sidewalk) and three destinations (urgent care, bus stop, coffee shop)"",""answer_attention"":""Based on your own best judgment based on the map that you see, as well as your <i>own</i> common sense intuitions about towns and these kinds of destinations in general.""}",survey-multi-choice,6,159229,0.0-6.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,,,"[0,1,2]",,
3021,67,html-slider-response,7,162259,0.0-7.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_sidewalk_shortest.png
1891,75,html-slider-response,8,164153,0.0-8.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_hospital_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_hospital_grass_wandering.png
29134,80,html-slider-response,9,193290,0.0-9.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_hospital_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_hospital_grass_shortest.png
1997,62,html-slider-response,10,195290,0.0-10.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_grass_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_grass_shortest.png
40413,75,html-slider-response,11,235707,0.0-11.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_grass_wandering.png
6172,85,html-slider-response,12,241881,0.0-12.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_coffee_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_coffee_sidewalk_shortest.png
14277,86,html-slider-response,13,256161,0.0-13.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map3_bus_sidewalk_shortest.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map3_bus_sidewalk_shortest.png
7726,81,html-slider-response,14,263890,0.0-14.0,50,1,2024-07-22 20:56:52,c42334ae11bd6e373fa9fec6f52302a2,81.161.6.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",WebKit,Chrome,110.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",b9qubk20k,668e8fe76266553c16fa3de5,,,,,,<div style='display:flex; justify-content:center; align-items:center;'><img src='img/map2_coffee_grass_wandering.png' style='width:600px; height:auto;' /></div>,image_trial,,50,img/map2_coffee_grass_wandering.png
